FID,Shape,FID_1,Area,Block,Profile,EC,SAR,E_Depth,WT,CaCO3,Gypsum,OM,N,P,K,Fe,Mn,Zn,Cu,TEXTURE_AL,pH,Long,Lat
1809,Point,101,1,41,636,2.1,2.2,150,150,9.5,0.8,0.13,131.2,9.8,380,5.025,4.25,0.8,4.8,Sand,7.84,"30° 14' 31.900"" E","30° 42' 49.423"" N"
1957,Point,1253,1,25,225,0.7,3.6,150,150,18.5,0.31,0.87,168,30,560,7,3.25,1.4,6,Sand,6.97,"29° 55' 5.179"" E","30° 45' 23.495"" N"
2313,Point,2125,1,64,268,3.1,6.72,150,150,8.5,0.78,0.28,28.42,17.57,194.4,3.12,3.44,4.44,0.26,Sand,9,"30° 25' 48.351"" E","30° 42' 52.887"" N"
2138,Point,1898,1,32,38,1.29,3.82,150,150,7.5,0.8,0.35,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sand,8.47,"30° 0' 28.052"" E","30° 40' 1.381"" N"
1772,Point,42,1,53,436,1.3,1.1,95,95,10,0.9,0.5,80.8,30.8,480,6.4,4.625,1.5,3.9,Sand,7.7,"30° 19' 48.179"" E","30° 50' 25.755"" N"
1783,Point,75,1,41,125,1.3,2.3,150,150,5.4,0.1,0.31,131.2,9.8,380,5.025,4.25,0.8,4.8,Sand,7.57,"30° 8' 54.687"" E","30° 40' 53.684"" N"
1996,Point,1585,1,31,130,1.8,5.9,150,150,2.3,0.1,0.2,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sand,9.17,"30° 1' 27.652"" E","30° 34' 37.129"" N"
2029,Point,1643,1,23,52,0.7,0.8,45,150,16,1.5,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.43,"29° 53' 22.065"" E","30° 31' 18.415"" N"
2668,Point,3076,4,81,96,1.5,7.01,150,200,8.4,0.22,0.14,115.5,8.24256,50.4,6.636,3.042,1.324,0.098,Sand,9.06,"30° 37' 11.610"" E","30° 13' 58.086"" N"
2185,Point,1977,1,40,206,1.38,3.25,150,80,7.44,0.98,0.56,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sand,8.55,"30° 9' 54.944"" E","30° 33' 19.483"" N"
1891,Point,322,1,42,163,0.4,2.9875,150,150,10.18,1.06,0.98,108,17,425,6.6,5.2,0.86,4.6,Sand,7.81,"30° 9' 29.996"" E","30° 45' 13.678"" N"
2529,Point,2873,4,51,385,5.52,5.9,110,200,3.11,7.35,0.09,210,2.63,104.3,6.63,10.34,3.54,1.24,Sand,8.53,"30° 22' 7.509"" E","30° 30' 57.487"" N"
2269,Point,2077,1,41,623,3.5,5,150,150,5.2,0.03,0.09,183.75,4.14,85.24,4.85,4.39,1.93,0.43,Sand,8.72,"30° 14' 33.550"" E","30° 39' 18.372"" N"
2017,Point,1619,1,17,254,0.59,1.49,30,120,43.1,0.96,0.12,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.36,"29° 47' 56.498"" E","30° 40' 27.502"" N"
2121,Point,1873,1,31,387,1.8,8,150,150,4.5,0.7,0.4,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sand,8.63,"30° 4' 15.740"" E","30° 35' 59.537"" N"
2333,Point,2147,1,64,187,4.6,2.58,120,150,4.5,0.9,0.38,40.6,13.79,89.38,4.02,3.04,0.98,0.64,Sand,8.96,"30° 24' 53.254"" E","30° 39' 21.577"" N"
2427,Point,2726,4,40,104,1.34,3.332856,150,200,1.42,0.37,0.018,105,15.13044,55.36,3.53,1.434,3.182,0.118,Sand,8.74,"30° 12' 45.348"" E","30° 30' 5.716"" N"
2778,Point,3319,4,84,434,0.7,5.3,130,200,4.52,0.16,0.26,98.88,7.97,41.34,4.1,6.2,1.62,0.86,Sand,8.34,"30° 34' 18.432"" E","30° 32' 37.881"" N"
2412,Point,2708,4,39,559,7.6,6.83,150,200,0.23,1.05,0.25,78.75,3.88,56,5.03,6.03,0.22,0.13,Sand,8.95,"30° 13' 44.666"" E","30° 23' 36.406"" N"
2856,Point,3485,4,114,656,3.58,4.9,150,200,0.14,1.5,0.25,59.33,18.58,95.52,8.8,10.34,3.05,5.52,Sand,8.58,"30° 39' 55.075"" E","30° 37' 31.121"" N"
1794,Point,86,1,41,333,1.2,2.1,150,150,3.4,0.2,0.08,131.2,9.8,380,5.025,4.25,0.8,4.8,Sand,7.9,"30° 11' 4.530"" E","30° 44' 9.342"" N"
2764,Point,3259,4,113,629,3.71,10.74,120,200,4.45,0.16,0.13,63.28,15.43,52.28,5.59,3.96,1.58,0.37,Sand,8.83,"30° 39' 0.331"" E","30° 30' 12.597"" N"
2660,Point,3061,4,81,3,1.1,3.74,150,200,6.2,0.2,0.11,126,2.65212,539.6,4.582,4.242,1.842,0.242,Sand,7.36,"30° 30' 38.694"" E","30° 14' 45.491"" N"
2482,Point,2817,4,50,560,2.3,5.1,120,200,0.02,0.8,0.64,81.2,4.56,242.4,5.86,5.06,0.66,0.43,Sand,8.28,"30° 17' 29.407"" E","30° 23' 37.680"" N"
2030,Point,1646,1,23,56,2.2,2.3,150,150,6.9,1.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.85,"29° 53' 21.326"" E","30° 32' 23.349"" N"
2854,Point,3479,4,114,590,2.36,3.52,150,200,0.13,1.6,0.19,27.69,17.43,61.7,4.3,12.64,3.23,3.62,Sand,8.9,"30° 41' 47.567"" E","30° 38' 20.107"" N"
2091,Point,1829,1,31,65,6.3,6.9,150,150,16.8,25,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.79,"30° 0' 51.606"" E","30° 32' 10.740"" N"
2370,Point,2651,4,38,18,31.8,31.95,150,200,5.78,1.23,0.54,273,6.08652,263.4,3.192,2.03,0.638,0.2,Sand,8.04,"30° 14' 41.601"" E","30° 21' 59.322"" N"
2224,Point,2024,1,40,116,3.07,7.52,150,150,9.73,0.86,0.58,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sand,8.77,"30° 8' 59.941"" E","30° 30' 53.006"" N"
2019,Point,1623,1,17,340,0.43,3.796285714,120,120,8,0.97,0.32,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.73,"29° 48' 51.845"" E","30° 41' 49.183"" N"
2459,Point,2774,4,50,134,3.5,2.86,150,200,1.6,1.6,0.12,109.62,3.79,158.14,2.66,3.86,2.66,0.27,Sand,8.49,"30° 19' 19.755"" E","30° 28' 30.519"" N"
2423,Point,2722,4,40,60,1.07,1.301321,150,200,3.3,0.37,0.17,220.5,14.32908,155.66,6.438,3.222,1.322,1.918,Sand,8.45,"30° 14' 37.464"" E","30° 30' 55.088"" N"
1786,Point,78,1,41,164,0.6,3,150,150,5.2,0.09,0.16,131.2,9.8,380,5.025,4.25,0.8,4.8,Sand,7.54,"30° 9' 11.909"" E","30° 43' 52.385"" N"
2032,Point,1654,1,23,116,1.1,0.4,50,150,6,2.5,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.98,"29° 53' 57.551"" E","30° 34' 17.301"" N"
2795,Point,3348,4,85,356,0.56,2.48,150,200,0.18,0.42,0.9,147,14.63436,94.72,5.57,2.438,1.858,0.182,Sand,9.14,"30° 33' 20.377"" E","30° 39' 7.353"" N"
1792,Point,84,1,41,298,1.5,3.1,150,150,5.6,0.05,0.25,131.2,9.8,380,5.025,4.25,0.8,4.8,Sand,8.24,"30° 10' 46.699"" E","30° 42' 15.582"" N"
2688,Point,3118,4,83,56,1.7,4.47,120,200,2.6,0.29,0.19,241.5,4.61736,131.66,5.186,0.438,0.438,0.082,Sand,8.37,"30° 32' 26.801"" E","30° 29' 22.664"" N"
2666,Point,3071,4,81,81,10.9,10.93,120,200,6.5,0.25,0.17,199.5,17.55,777.4,4.236,2.036,0.802,0.046,Sand,6.56,"30° 32' 31.127"" E","30° 13' 57.187"" N"
2553,Point,2900,4,61,267,1.4,5.1749,150,200,1.2,0.12,0.23,147,6.02928,43.36,7.298,3.29,0.65,0.112,Sand,9,"30° 28' 44.941"" E","30° 19' 37.314"" N"
1974,Point,1546,1,31,422,7.63,6.4,100,100,7.2,0.5,0.4,173.25,5.6,50.4,5.18,1.19,3.3,0.22,Sand,8.77,"30° 4' 56.486"" E","30° 30' 18.882"" N"
2242,Point,2046,1,31,557,2.8,8.3,150,150,3.2,0.5,0.3,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sand,8.77,"30° 6' 8.043"" E","30° 36' 32.797"" N"
1864,Point,217,1,24,529,0.46,4.067368421,150,150,15.5,0.83,0.45,108,17,425,6.6,5.2,0.86,4.6,Sand,8.09,"29° 58' 14.010"" E","30° 44' 3.860"" N"
2252,Point,2060,1,51,160,0.66,2.42,120,150,2.75,0.91,0.41,168,9.86,703.2,8.24,19.33,2.68,1.63,Sand,7.48,"30° 18' 57.252"" E","30° 37' 26.186"" N"
2146,Point,1908,1,32,205,2.25,5.61,150,150,4.4,2.9,0.45,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sand,8.98,"30° 2' 20.891"" E","30° 39' 45.994"" N"
2753,Point,3244,4,113,488,1.24,3.19,120,200,9.3,0.16,0.8,67.24,11.9,93.46,4.45,8.72,4.05,1.73,Sand,8.82,"30° 39' 56.249"" E","30° 31' 50.163"" N"
2624,Point,2990,4,63,162,1.28,3.78,150,200,7.3,0.095,0.075,52.78,18.58,69.42,5.02,1.38,0.64,0.5,Sand,8.84,"30° 28' 39.743"" E","30° 35' 51.476"" N"
2419,Point,2716,4,40,19,9.88,10.427697,150,200,2.42,0.15,0.24,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sand,8.37,"30° 12' 44.562"" E","30° 31' 43.126"" N"
2372,Point,2653,4,39,42,6.34,7.12,150,200,0.23,0.42,0.15,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sand,9.19,"30° 8' 4.551"" E","30° 29' 15.227"" N"
2431,Point,2731,4,49,34,3.31,7.96,150,75,2.11,1.7,0.25,105,2.97,141.6,6.586,1.794,0.59,0.144,Sand,8.85,"30° 17' 30.110"" E","30° 22' 0.267"" N"
2239,Point,2043,1,31,526,2.64,8.7,150,150,3.6,0.5,0.2,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sand,8.38,"30° 5' 49.726"" E","30° 35' 43.964"" N"
1906,Point,417,1,70,9,1.45,1.6,150,120,5.1,2.3,1.5,93.8,13.45,410,4.4625,3.25,1,4,Sand,8.14,"30° 22' 42.912"" E","31° 24' 48.419"" N"
2760,Point,3255,4,113,569,2.8,2.59,120,200,8.9,0.11,0.18,59.33,12.99,77.3,4.17,5.1,1.25,3.26,Sand,8.31,"30° 42' 45.195"" E","30° 31' 1.858"" N"
2228,Point,2028,1,40,223,0.98,2.17,150,150,6.28,0.88,0.68,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sand,8.39,"30° 10' 14.945"" E","30° 30' 53.489"" N"
1976,Point,1548,1,30,196,0.6,3.2,150,150,6,0.81,0.18,173.25,5.6,50.4,5.18,1.19,3.3,0.22,Sand,9,"30° 6' 12.227"" E","30° 28' 58.231"" N"
2814,Point,3384,4,112,65,2.96,6.23,150,200,3.3,0.45,0.24,126,5.47596,75.88,7.57,2.436,1.124,0.144,Sand,8.69,"30° 42' 45.483"" E","30° 29' 24.439"" N"
2586,Point,2933,4,61,575,2.4,3.040606,150,200,2.7,0.29,0.14,147,20.26296,151.62,7.836,2.264,0.65,0.2,Sand,8.63,"30° 27' 50.119"" E","30° 15' 33.541"" N"
2346,Point,2337,1,86,228,1.27,0.9,150,75,13.5,0.99,0.48,54,20,225,7.1,7.3,0.56,3.7,Sand,8.41,"30° 32' 40.910"" E","30° 45' 53.112"" N"
2817,Point,3388,4,112,131,1.21,4.96,150,200,6.19,0.73,0.24,126,2.90016,33.04,6.438,3.124,1.734,0.136,Sand,8.8,"30° 40' 53.153"" E","30° 28' 35.468"" N"
2234,Point,2035,1,31,637,0.53,16.84222222,150,150,2.4,2.4,0.5,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sand,8.96,"30° 7' 4.939"" E","30° 35' 28.245"" N"
1860,Point,207,1,52,219,6.33,7.51,150,150,26,0.96,0.33,80,22,365,3.075,3.975,0.87,3.7,Sand,7.58,"30° 17' 20.413"" E","30° 44' 11.555"" N"
2499,Point,2836,4,51,57,2.12,4.05,150,200,1.12,2.1,0.13,157.5,3.75,147.2,2.63,14.42,1.76,0.3,Sand,9.13,"30° 22' 5.931"" E","30° 35' 1.019"" N"
2055,Point,1756,1,23,576,1.1,0.6,150,150,7.8,3.7,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.39,"29° 59' 16.655"" E","30° 34' 3.658"" N"
1926,Point,533,1,64,296,10.25,25.62,150,150,20.5,0.98,0.42,96,17,475,3.625,7.05,0.62,3.2,Sand,7.82,"30° 26' 6.478"" E","30° 44' 46.616"" N"
2023,Point,1630,1,17,441,1.7,2.7,20,120,9.49,0.87,0.63,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,9,"29° 50' 8.542"" E","30° 39' 40.001"" N"
2144,Point,1906,1,32,174,2.02,5.13,150,150,6.15,1.7,0.23,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sand,8.61,"30° 2' 2.597"" E","30° 38' 57.153"" N"
2174,Point,1964,1,40,85,3.44,6.84,150,150,5.6,0.83,0.62,64.96,5.05,44.94,3.36,0.25,1.07,0.01,Sand,8.88,"30° 8' 41.617"" E","30° 30' 4.179"" N"
2188,Point,1981,1,40,255,1.67,1.7,150,150,5.37,0.88,0.68,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sand,8.39,"30° 10' 32.736"" E","30° 32' 47.252"" N"
2707,Point,3171,4,84,422,5.6,4.4,150,200,4.52,0.09,0.11,177.98,4.59,52.28,4.46,2.85,1.57,0.25,Sand,8.64,"30° 30' 33.335"" E","30° 32' 37.085"" N"
1886,Point,316,1,42,83,0.7,2.5,150,150,11.47,0.79,0.98,108,17,425,6.6,5.2,0.86,4.6,Sand,8.11,"30° 8' 33.460"" E","30° 45' 29.543"" N"
2066,Point,1782,1,24,126,2.68,5,150,150,2.6,1.06,0.26,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,9.17,"29° 53' 52.952"" E","30° 41' 3.133"" N"
2570,Point,2917,4,61,416,1.2,4.705761,120,120,2.2,0.2,0.13,136.5,5.95296,38.16,4.392,2.658,0.65,0.364,Sand,9.09,"30° 29' 41.591"" E","30° 18' 0.116"" N"
2383,Point,2667,4,39,132,1.21,3.38,125,200,0.11,0.63,0.085,64.96,4.28,773,3.32,2.21,1.13,0.118,Sand,7.37,"30° 13' 42.364"" E","30° 28' 28.642"" N"
2418,Point,2715,4,40,5,4.91,3.860855,150,200,1.54,0.17,0.16,115.5,13.08888,75.88,5.462,2.344,1.182,0.19,Sand,8.47,"30° 14' 36.709"" E","30° 32' 32.499"" N"
2716,Point,3182,4,84,515,2.84,9.19,120,200,6.12,0.21,0.67,90.97,6.42,34.32,5.94,4.67,6.1,1.3,Sand,8.34,"30° 37' 7.447"" E","30° 31' 49.698"" N"
2449,Point,2758,4,49,275,1.1,4.42,150,115,1.76,2.1,0.31,115.5,2.01,80.4,3.134,1.356,0.694,0.102,Sand,8.47,"30° 21' 16.072"" E","30° 18' 46.600"" N"
2059,Point,1766,1,23,625,1.6,2.1,150,150,5.5,1.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.57,"29° 59' 55.343"" E","30° 32' 10.310"" N"
2826,Point,3407,4,112,359,4.03,9.99,130,200,4.54,1,0.14,115.5,5.41872,90.92,5.934,3.578,1.634,0.204,Sand,8.45,"30° 44' 38.483"" E","30° 26' 9.836"" N"
1941,Point,733,1,70,49,1.05,1.8,150,120,5.1,1.1,2,65.6,23,570,4.275,6.375,0.73,2.6,Sand,6.94,"30° 23' 40.428"" E","31° 22' 55.057"" N"
1842,Point,176,1,52,652,2.2,4.31,150,150,23,0.96,0.45,96,12,480,4.4,4.6,1.02,2.9,Sand,7.61,"30° 22' 21.022"" E","30° 44' 29.343"" N"
2745,Point,3236,4,113,413,0.93,4.68,120,200,8.49,0.17,0.8,98.88,12.34,75.35,8.69,7.98,2.43,2.88,Sand,8.55,"30° 38' 59.806"" E","30° 32' 38.723"" N"
1945,Point,737,1,57,492,1.2,5.7,150,100,4.3,0.06,1.25,122.4,19.7,420,4.85,10.175,1.11,4.4,Sand,8.11,"30° 22' 6.470"" E","31° 21' 17.200"" N"
2214,Point,2012,1,41,34,2.5,17.2,150,150,8.5,0.03,0.2,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sand,8.97,"30° 7' 59.353"" E","30° 38' 59.671"" N"
1912,Point,424,1,70,79,1.8,4.5,150,150,3.5,2,1.5,101.4,5.5,470,5.8,4.6,0.42,3.8,Sand,7.93,"30° 24' 18.272"" E","31° 22' 55.235"" N"
2731,Point,3210,4,113,53,2.07,4.96,120,200,9.38,0.12,0.8,79.1,12.05,112.29,5.93,8.4,2.7,1.26,Sand,9.11,"30° 38' 58.929"" E","30° 36' 42.265"" N"
2410,Point,2706,4,39,553,31.6,13.72,150,200,0.09,2.52,0.14,115.5,5.28,91.42,2.78,2.4,0.69,0.19,Sand,8.7,"30° 11' 52.298"" E","30° 23' 35.729"" N"
2638,Point,3016,4,63,435,0.84,2.93,150,200,2.52,0.07,0.07,73.08,15.01,48.72,5.06,5.44,1.07,0.19,Sand,8.45,"30° 23' 59.423"" E","30° 32' 35.433"" N"
2261,Point,2069,1,51,45,1.86,6.5,150,150,5.82,1.09,0.55,183.75,4.14,85.24,4.85,4.39,1.93,0.43,Sand,8.84,"30° 15' 49.649"" E","30° 37' 8.925"" N"
2720,Point,3186,4,84,578,3.8,6.28,150,200,5.71,0.11,0.26,98.88,3.24,95.52,3,5.46,1.35,0.88,Sand,8.88,"30° 34' 18.860"" E","30° 31' 0.464"" N"
2783,Point,3327,4,85,150,0.4,2.18,70,200,0.13,0.25,1.1,304.5,14.23368,53.96,5.832,3.034,0.944,0.24,Sand,8.76,"30° 36' 8.789"" E","30° 41' 34.023"" N"
2187,Point,1980,1,40,243,1.04,1.78,150,200,12.72,0.78,0.56,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sand,8.39,"30° 10' 12.180"" E","30° 36' 18.184"" N"
2058,Point,1761,1,23,597,11.5,8.2,150,150,4.3,3.1,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.32,"29° 59' 36.589"" E","30° 32' 10.166"" N"
2462,Point,2784,4,50,212,11.32,9.16,150,200,4.2,1.8,0.28,97.44,3.18,158.8,3.26,8.15,1.57,2.3,Sand,8.93,"30° 21' 12.543"" E","30° 27' 42.383"" N"
2468,Point,2796,4,50,350,4.72,13,150,200,1.6,2.7,0.22,117.74,5.62,149.2,3.32,2.62,1.5,0.22,Sand,9.08,"30° 19' 17.155"" E","30° 25' 59.641"" N"
2587,Point,2934,4,61,578,1.2,4.260282,140,200,2.7,0.28,0.15,199.5,8.31888,611.8,4.238,2.438,0.65,0.218,Sand,7.02,"30° 28' 46.230"" E","30° 15' 33.768"" N"
1938,Point,727,1,58,60,1.2,2.9,120,200,2.1,2.5,0.82,105.6,20.8,390,4.4,7.7,0.85,2.8,Sand,8.06,"30° 21' 46.237"" E","31° 24' 31.907"" N"
2664,Point,3069,4,81,75,1.1,4.11,150,200,4.2,0.24,0.14,126,3.39624,593.6,5.238,1.822,1.022,0.242,Sand,7.44,"30° 30' 38.936"" E","30° 13' 56.781"" N"
2304,Point,2114,1,64,404,1.28,8.33,150,150,16.6,1.22,0.42,24.36,13.58,119.2,5.82,2.96,2.08,1.18,Sand,8.94,"30° 27' 59.976"" E","30° 42' 37.211"" N"
2779,Point,3320,4,84,503,2.62,6.04,150,200,6.52,0.46,0.25,71.19,11.84,97.58,4.52,4.55,3.17,0.7,Sand,9.16,"30° 33' 22.380"" E","30° 31' 48.984"" N"
2193,Point,1989,1,40,378,1.33,1.58,150,120,6.45,1.04,0.56,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sand,8.59,"30° 12' 5.724"" E","30° 34' 25.246"" N"
2535,Point,2882,4,61,26,1.2,5.16188,150,200,1.1,0.11,0.14,231,9.12024,38.16,5.122,2.792,0.65,0.218,Sand,8.44,"30° 23' 7.134"" E","30° 22' 1.975"" N"
2041,Point,1703,1,23,357,7,6,150,150,10.3,3.5,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.4,"29° 56' 46.749"" E","30° 33' 46.232"" N"
2373,Point,2655,4,39,48,1.04,3.63,150,200,0.19,0.84,0.15,64.96,3.2,21.02,3.85,0.28,1.05,0.04,Sand,8.35,"30° 9' 57.026"" E","30° 29' 15.960"" N"
2563,Point,2910,4,61,395,1.4,5.009794,150,110,3.1,0.13,0.25,178.5,14.84424,48.62,9.122,2.788,0.65,0.138,Sand,9.16,"30° 23' 8.657"" E","30° 17' 58.433"" N"
1865,Point,218,1,24,551,5.7,4.6,150,150,12.1,1.06,0.37,108,17,425,6.6,5.2,0.86,4.6,Sand,8.05,"29° 58' 33.832"" E","30° 42' 26.608"" N"
2568,Point,2915,4,61,410,2.1,3.137858,150,200,2.8,0.21,0.16,168,16.06536,398.8,6.398,3.304,0.65,0.13,Sand,7.64,"30° 27' 49.324"" E","30° 17' 59.669"" N"
2226,Point,2026,1,40,122,3.07,8.96,150,150,1.42,1.04,0.62,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sand,8.64,"30° 8' 59.092"" E","30° 32' 30.414"" N"
1987,Point,1571,1,30,174,1.43,3.65,150,150,9.5,1.12,0.2,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sand,9.11,"30° 5' 16.447"" E","30° 28' 9.137"" N"
2134,Point,1891,1,31,134,1.92,5.4,150,150,4.2,0.2,0.1,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sand,8.98,"30° 1' 27.001"" E","30° 35' 42.065"" N"
2089,Point,1827,1,31,35,2.24,1.4,150,150,2.5,0.3,0.4,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.37,"30° 0' 33.182"" E","30° 31' 38.129"" N"
1876,Point,293,1,33,507,2.8,3.6,140,150,7,0.99,0.43,108,17,425,6.6,5.2,0.86,4.6,Sand,8.22,"30° 5' 43.672"" E","30° 46' 33.328"" N"
1961,Point,1524,1,57,433,1.6,6.8,150,110,3.3,0.09,0.32,92.4,17.7,500,4.45,5.825,0.9,1.8,Sand,7.96,"30° 21' 28.968"" E","31° 20' 28.311"" N"
2433,Point,2733,4,49,40,2.73,6.43,150,200,2.11,1.2,0.23,115.5,4.1022,34.72,4.226,1.934,0.192,0.078,Sand,8.57,"30° 19' 22.451"" E","30° 22' 0.863"" N"
2195,Point,1991,1,31,640,2.1,5.9,150,150,3.5,1.7,0.1,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sand,9.18,"30° 7' 4.497"" E","30° 36' 16.948"" N"
2046,Point,1719,1,23,431,43.5,18.1,150,150,12.9,1.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,9.09,"29° 57' 44.236"" E","30° 31' 53.048"" N"
2836,Point,3451,4,114,362,0.85,1.96,150,200,0.19,1.3,0.13,43.51,15.66,43.14,2.46,8.26,2.48,3.9,Sand,8.49,"30° 38' 1.695"" E","30° 40' 45.648"" N"
2591,Point,2939,4,62,59,25.2,26.21,150,200,8.36,0.76,1.08,158.2,8.7,114.24,1.69,0.31,6.12,6.69,Sand,8.89,"30° 25' 53.105"" E","30° 29' 21.110"" N"
2685,Point,3114,4,82,634,2,6.35,130,200,5.8,0.17,0.13,189,7.155,796,7.112,2.592,0.434,0.156,Sand,6.89,"30° 36' 15.122"" E","30° 15' 35.341"" N"
1999,Point,1590,1,31,179,2.11,8,150,150,4.2,0.5,0.1,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sand,8.76,"30° 2' 6.303"" E","30° 32' 43.770"" N"
2505,Point,2845,4,51,154,0.6,2.95,150,200,1.13,0.84,0.23,162.75,2.81,149.62,6.91,4.91,1.71,0.43,Sand,8.57,"30° 17' 25.166"" E","30° 33' 22.155"" N"
2671,Point,3081,4,81,156,1.4,3.53,140,200,5.6,0.28,0.18,126,7.84188,50.4,2.392,1.794,1.638,0.156,Sand,8.96,"30° 37' 11.798"" E","30° 13' 9.375"" N"
1779,Point,71,1,41,51,1.1,3.9,150,150,4.5,0.3,0.08,131.2,9.8,380,5.025,4.25,0.8,4.8,Sand,7.87,"30° 7' 56.884"" E","30° 43' 35.653"" N"
1832,Point,165,1,52,491,4.04,4.96,150,150,22,0.96,0.51,96,12,480,4.4,4.6,1.02,2.9,Sand,8.26,"30° 20' 28.138"" E","30° 44' 45.018"" N"
1847,Point,182,1,65,34,3,3.9,150,150,4.8,0.32,1.57,96,12,480,4.4,4.6,1.02,2.9,Sand,8.15,"30° 22' 57.888"" E","30° 46' 23.168"" N"
2796,Point,3349,4,85,359,0.41,3.31,80,200,0.19,0.33,1.1,157.5,8.45244,90.8,5.98,1.982,0.318,0.25,Sand,8.91,"30° 34' 16.714"" E","30° 39' 7.542"" N"
2049,Point,1734,1,23,490,0.45,1.666216216,150,150,5.5,1.5,0.4,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.99,"29° 58' 20.887"" E","30° 33' 14.515"" N"
2761,Point,3256,4,113,572,1.22,2.03,120,200,9.71,0.21,0.13,71.19,8.68,226,8.37,4.96,2.27,7.66,Sand,9.04,"30° 43' 41.455"" E","30° 31' 1.979"" N"
2170,Point,1960,1,31,589,3.15,14.5,150,150,3.8,0.8,0.2,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sand,8.68,"30° 6' 49.127"" E","30° 30' 3.426"" N"
2083,Point,1812,1,30,60,5.19,6.33,150,150,7.8,1.06,0.28,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,8.57,"30° 1' 49.805"" E","30° 28' 56.352"" N"
2194,Point,1990,1,40,415,1.31,1.46,150,150,7.28,1.15,0.57,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sand,9.2,"30° 12' 44.037"" E","30° 32' 48.066"" N"
2045,Point,1715,1,23,413,5.1,2.7,150,150,6.9,1.5,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sand,9.07,"29° 57' 23.919"" E","30° 34' 19.002"" N"
2326,Point,2138,1,64,13,2.74,2.9,150,150,2.85,0.97,0.33,40.6,13.79,89.38,4.02,3.04,0.98,0.64,Sand,8.87,"30° 22' 41.174"" E","30° 40' 58.377"" N"
2598,Point,2953,4,62,197,2.09,2.48,110,200,5.02,0.16,0.75,118.65,11.75,166.46,3.9,2.43,5,1.09,Sand,9.02,"30° 24' 1.219"" E","30° 27' 43.190"" N"
2843,Point,3466,4,114,455,1.25,2.57,150,200,0.18,1.6,0.15,158.2,25.24,174.02,4.94,10.56,6.45,1.9,Sand,9.06,"30° 44' 36.300"" E","30° 39' 57.888"" N"
2633,Point,3006,4,63,309,0.49,2.01,150,200,1.45,0.22,0.11,73.08,4.17,172.02,3.18,7.48,1.42,0.78,Sand,8.87,"30° 29' 36.555"" E","30° 34' 14.284"" N"
2168,Point,1957,1,31,567,3.43,11,150,150,2.6,0.5,0.4,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sand,8.44,"30° 6' 29.489"" E","30° 31' 40.706"" N"
2361,Point,2641,4,30,98,2.16,3.77,80,200,0.16,5.67,0.011,147,22.24,110.1,6.19,3.45,0.43,0.27,Sand,8.77,"30° 4' 21.453"" E","30° 25' 58.863"" N"
